Title: A Catalog of Morphologically Identified Merging Galaxies
Authors: Hwang C.-Y., Chang M.-Y.
Table: Catalog of Merging Galaxies
================================================================================
Byte-by-byte Description of file: apjs299963t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label  Explanations
--------------------------------------------------------------------------------
   1-  5 I5     ---    ID     Running identification number
   7-  8 I2     h      RAh    Hour of Right Ascension (J2000)
  10- 11 I2     min    RAm    Minute of Right Ascension (J2000)
  13- 16 F4.1   s      RAs    Second of Right Ascension (J2000)
      18 A1     ---    DE-    Sign of the Declination (J2000)
  19- 20 I2     deg    DEd    Degree of Declination (J2000)
  22- 23 I2     arcmin DEm    Arcminute of Declination (J2000)
  25- 28 F4.1   arcsec DEs    Arcsecond of Declination (J2000)
  30- 36 A7     ---    FName  Field name
  38- 39 A2     ---    Type   Merging type (1)
--------------------------------------------------------------------------------
Note (1):
    M = mergers;
   CP = close pairs;
   CM = close multiples.
--------------------------------------------------------------------------------
00379 00 38 01.3 +04 51 57.2 RCS0047 M
00380 00 38 02.8 +03 26 44.2 RCS0047 M
00381 00 38 03.8 +00 42 05.5 RCS0047 M
00382 00 38 04.6 +04 08 48.0 RCS0047 M
00383 00 38 04.8 +03 04 37.4 RCS0047 M
00384 00 38 05.9 -03 08 42.3 RCS0047 M
00385 00 38 06.6 -01 44 53.6 RCS0047 M
00386 00 38 07.0 +03 48 27.8 RCS0047 M
00387 00 38 09.3 -02 29 27.1 RCS0047 M
00388 00 38 09.4 +01 08 54.5 RCS0047 M
00389 00 38 13.1 +02 30 05.9 RCS0047 M
00390 00 38 14.5 -02 06 54.2 RCS0047 M
00391 00 38 16.7 -01 58 14.0 RCS0047 M
00392 00 38 16.8 +04 23 28.1 RCS0047 M
00393 00 38 17.9 +02 32 30.4 RCS0047 M
00394 00 38 18.2 +00 25 18.1 RCS0047 M
00395 00 38 19.0 +00 31 47.9 RCS0047 M
00396 00 38 23.0 +04 05 10.8 RCS0047 M
00397 00 38 23.1 -00 46 04.9 RCS0047 M
00398 00 38 24.6 -02 18 12.1 RCS0047 M
00399 00 38 25.0 +00 52 24.8 RCS0047 M
00400 00 38 25.0 +00 41 21.4 RCS0047 M
00401 00 38 26.2 +01 02 20.0 RCS0047 M
00402 00 38 26.7 -03 16 49.1 RCS0047 M
00403 00 38 26.8 +03 49 17.5 RCS0047 M
00404 00 38 26.9 +03 19 58.2 RCS0047 M
00405 00 38 27.8 +00 48 57.6 RCS0047 M
00406 00 38 28.8 -03 33 23.6 RCS0047 M
00407 00 38 29.0 +02 27 18.8 RCS0047 M
00408 00 38 29.2 -02 54 21.9 RCS0047 M
00409 00 38 29.3 +02 35 55.3 RCS0047 M
00410 00 38 31.1 +03 13 04.5 RCS0047 M
00411 00 38 31.4 -02 09 38.7 RCS0047 M
00412 00 38 32.0 +03 31 23.0 RCS0047 M
00413 00 38 33.4 +01 05 27.6 RCS0047 M
00414 00 38 35.5 -01 11 18.8 RCS0047 M
00415 00 38 39.3 -03 33 10.1 RCS0047 M
00416 00 38 39.6 +01 06 30.5 RCS0047 M
00417 00 38 39.7 -02 22 28.0 RCS0047 M
00418 00 38 40.6 -01 32 06.5 RCS0047 M
00419 00 38 41.1 +00 23 53.5 RCS0047 M
00420 00 38 42.5 -01 28 37.4 RCS0047 M
00421 00 38 42.7 +02 30 31.4 RCS0047 M
00422 00 38 42.9 -02 18 06.3 RCS0047 M
00423 00 38 43.3 +02 32 40.5 RCS0047 M
00424 00 38 43.6 -01 04 59.2 RCS0047 M
00425 00 38 44.4 -02 34 50.5 RCS0047 M
00426 00 38 44.8 +04 14 33.4 RCS0047 CP
00427 00 38 46.5 +00 45 01.7 RCS0047 M
00428 00 38 46.7 -00 55 00.9 RCS0047 M
00429 00 38 47.0 -02 58 32.7 RCS0047 M
00430 00 38 47.2 -03 31 45.2 RCS0047 M
00431 00 38 47.5 +00 40 06.7 RCS0047 M
00432 00 38 47.7 -03 24 38.1 RCS0047 M
00433 00 38 48.1 -02 13 59.0 RCS0047 M
00434 00 38 49.4 +03 29 26.4 RCS0047 M
00435 00 38 49.4 +00 25 05.8 RCS0047 M
00436 00 38 50.6 +04 01 09.2 RCS0047 M
00437 00 38 51.5 +03 00 55.9 RCS0047 M
00438 00 38 52.3 +03 04 27.7 RCS0047 M
00439 00 38 53.2 +01 06 19.7 RCS0047 M
00440 00 38 53.7 -01 35 36.4 RCS0047 M
00441 00 38 54.4 -00 43 45.5 RCS0047 M
00442 00 38 55.1 +02 47 02.1 RCS0047 M
00443 00 38 55.8 -02 04 28.7 RCS0047 M
00444 00 38 57.0 +01 06 03.2 RCS0047 M
00445 00 38 57.7 -01 36 37.6 RCS0047 M
00446 00 38 58.0 +02 37 25.9 RCS0047 M
00447 00 38 58.5 +00 22 10.1 RCS0047 M
00448 00 39 01.0 +00 58 04.3 RCS0047 M
00449 00 39 02.2 +00 48 10.4 RCS0047 M
00450 00 39 07.8 +01 06 37.0 RCS0047 M
00451 00 39 08.5 -02 42 17.1 RCS0047 M
00452 00 39 09.7 -02 48 28.1 RCS0047 M
00453 00 39 09.9 +01 08 44.0 RCS0047 M
00454 00 39 12.0 +00 41 05.0 RCS0047 M
00455 00 39 12.3 -01 18 16.4 RCS0047 M
00456 00 39 13.6 -00 45 32.3 RCS0047 M
00457 00 39 16.6 +02 47 14.7 RCS0047 M
00458 00 39 16.6 -03 08 49.1 RCS0047 M
00459 00 39 16.8 -01 43 49.0 RCS0047 M
00460 00 39 17.1 +00 36 07.0 RCS0047 M
00461 00 39 17.6 +03 53 25.8 RCS0047 M
00462 00 39 18.4 -01 02 29.1 RCS0047 M
00463 00 39 19.6 +04 09 28.0 RCS0047 M
00464 00 39 20.1 +00 47 44.1 RCS0047 M
00465 00 39 21.0 +03 49 35.0 RCS0047 M
00466 00 39 21.6 -03 23 22.8 RCS0047 M
00467 00 39 24.2 +04 21 57.5 RCS0047 M
00468 00 39 25.7 +03 36 43.9 RCS0047 M
00469 00 39 26.1 +02 27 16.9 RCS0047 CP
00470 00 39 26.1 +01 09 50.3 RCS0047 M
00471 00 39 26.6 -01 29 49.0 RCS0047 M
00472 00 39 26.6 -02 11 28.4 RCS0047 M
00473 00 39 27.0 +03 13 36.0 RCS0047 M
00474 00 39 29.4 -01 09 44.8 RCS0047 M
00475 00 39 32.7 -02 40 42.2 RCS0047 M
00476 00 39 35.5 -03 14 59.9 RCS0047 M
00477 00 39 35.6 +04 04 34.6 RCS0047 M
00478 00 39 35.7 -00 59 08.6 RCS0047 M
00479 00 39 36.9 +00 46 07.6 RCS0047 M
00480 00 39 38.3 +00 20 25.5 RCS0047 M
00481 00 39 38.5 -01 14 55.5 RCS0047 M
00482 00 39 39.9 -01 40 42.2 RCS0047 M
00483 00 39 42.7 -03 21 42.1 RCS0047 M
00484 00 39 42.9 -02 51 10.7 RCS0047 M
00485 00 39 43.2 +02 21 11.7 RCS0047 M
00486 00 39 43.6 +04 53 53.5 RCS0047 M
00487 00 39 43.8 +00 36 34.9 RCS0047 M
00488 00 39 44.5 +00 19 57.5 RCS0047 CP
00489 00 39 44.7 -01 12 53.4 RCS0047 M
00490 00 39 45.1 -02 32 03.8 RCS0047 M
00491 00 39 45.6 -02 40 25.1 RCS0047 M
00492 00 39 45.6 -02 45 03.4 RCS0047 M
00493 00 39 46.5 -02 04 05.2 RCS0047 M
00494 00 39 47.9 +03 47 56.6 RCS0047 M
00495 00 39 48.0 +02 30 30.0 RCS0047 M
00496 00 39 48.9 +02 48 53.8 RCS0047 M
00497 00 39 49.4 +02 51 02.4 RCS0047 M
00498 00 39 49.7 +02 36 18.7 RCS0047 M
00499 00 39 50.9 +02 48 05.5 RCS0047 M
00500 00 39 51.1 +03 07 12.0 RCS0047 M
00501 00 39 51.8 -00 52 37.9 RCS0047 M
00502 00 39 52.6 -02 48 16.2 RCS0047 M
00503 00 39 53.1 +00 49 50.2 RCS0047 M
00504 00 39 53.5 +04 09 21.4 RCS0047 M
00505 00 39 53.7 -00 54 51.6 RCS0047 M
00506 00 39 54.3 -02 53 45.9 RCS0047 M
00507 00 39 54.5 -03 33 34.8 RCS0047 M
00508 00 39 54.9 -02 43 40.4 RCS0047 M
00509 00 39 55.4 +03 09 30.8 RCS0047 M
00510 00 39 59.0 +01 15 33.1 RCS0047 M
00511 00 40 01.1 +04 55 26.3 RCS0047 M
00512 00 40 02.0 -01 01 39.5 RCS0047 M
00513 00 40 02.9 -01 15 52.7 RCS0047 M
00514 00 40 03.3 +02 32 36.7 RCS0047 M
00515 00 40 03.3 -02 51 09.8 RCS0047 M
00516 00 40 05.0 +00 36 50.6 RCS0047 M
00517 00 40 05.2 +00 27 10.4 RCS0047 M
00518 00 40 05.9 -02 30 22.6 RCS0047 M
00519 00 40 07.8 +01 03 04.7 RCS0047 M
00520 00 40 08.2 -02 05 32.6 RCS0047 M
00521 00 40 09.5 -00 44 20.1 RCS0047 M
00522 00 40 12.1 +05 10 35.5 RCS0047 M
00523 00 40 12.3 -02 28 42.7 RCS0047 M
00524 00 40 12.7 +02 45 32.0 RCS0047 M
00525 00 40 13.0 +00 47 33.5 RCS0047 M
00526 00 40 15.0 +04 23 41.2 RCS0047 M
00527 00 40 15.1 -01 54 06.9 RCS0047 M
00528 00 40 15.3 +05 02 41.9 RCS0047 M
00529 00 40 16.0 -00 51 41.9 RCS0047 M
00530 00 40 16.3 -02 21 28.0 RCS0047 M
00531 00 40 17.8 -03 28 55.2 RCS0047 M
00532 00 40 17.9 +01 03 47.7 RCS0047 M
00533 00 40 18.1 -00 43 16.8 RCS0047 M
00534 00 40 18.2 +05 04 41.9 RCS0047 M
00535 00 40 19.2 -00 53 40.6 RCS0047 M
00536 00 40 20.5 +02 30 58.6 RCS0047 M
00537 00 40 26.5 +00 17 08.8 RCS0047 M
00538 00 40 28.1 +02 25 14.8 RCS0047 M
00539 00 40 28.4 +05 06 29.6 RCS0047 M
00540 00 40 28.7 +01 14 21.9 RCS0047 M
00541 00 40 30.9 -02 11 29.6 RCS0047 M
00542 00 40 32.3 -03 37 15.4 RCS0047 M
00543 00 40 34.6 -02 35 08.8 RCS0047 M
00544 00 40 35.0 -02 12 57.8 RCS0047 M
00545 00 40 35.3 +00 22 02.0 RCS0047 M
00546 00 40 35.5 +00 39 43.6 RCS0047 M
00547 00 40 37.1 +04 03 48.1 RCS0047 M
00548 00 40 37.8 +02 48 54.3 RCS0047 M
00549 00 40 38.1 -01 48 11.8 RCS0047 M
00550 00 40 38.2 +03 08 08.3 RCS0047 M
00551 00 40 38.2 +00 22 40.3 RCS0047 M
00552 00 40 38.8 +03 54 10.3 RCS0047 M
00553 00 40 38.9 -02 37 19.7 RCS0047 M
00554 00 40 40.2 +05 08 19.8 RCS0047 M
00555 00 40 40.4 +00 51 33.7 RCS0047 M
00556 00 40 41.2 +00 33 19.6 RCS0047 M
00557 00 40 41.6 +04 53 23.7 RCS0047 M
00558 00 40 42.3 -03 09 08.2 RCS0047 M
00559 00 40 43.2 +04 45 20.9 RCS0047 M
00560 00 40 43.4 -00 55 15.4 RCS0047 M
00561 00 40 43.4 -02 49 44.3 RCS0047 M
00562 00 40 43.5 +01 01 50.3 RCS0047 M
00563 00 40 44.0 +00 46 19.0 RCS0047 M
00564 00 40 44.2 -02 00 41.1 RCS0047 CP
00565 00 40 44.3 -01 30 58.4 RCS0047 M
00566 00 40 44.7 +02 25 24.1 RCS0047 M
00567 00 40 44.9 -01 40 09.9 RCS0047 M
00568 00 40 46.1 +02 48 32.9 RCS0047 M
00569 00 40 46.3 -01 24 05.9 RCS0047 M
00570 00 40 48.1 -03 04 39.5 RCS0047 M
00571 00 40 48.2 +03 25 00.6 RCS0047 M
00572 00 40 48.4 +02 30 33.4 RCS0047 M
00573 00 40 51.7 +01 04 16.2 RCS0047 M
00574 00 40 52.5 +04 23 39.9 RCS0047 M
00575 00 40 54.5 +00 43 53.6 RCS0047 M
00576 00 40 54.9 +02 39 33.9 RCS0047 M
00577 00 40 54.9 -02 25 46.3 RCS0047 M
00578 00 40 55.3 +03 13 43.2 RCS0047 M
00579 00 40 57.3 +00 28 16.2 RCS0047 M
00580 00 40 58.8 +00 27 37.5 RCS0047 M
00581 00 41 02.8 -01 08 16.5 RCS0047 M
00582 00 41 03.3 +04 00 34.6 RCS0047 M
00583 00 41 04.3 +02 32 09.4 RCS0047 M
00584 00 41 04.8 +01 15 05.1 RCS0047 CP
00585 00 41 05.0 +04 40 58.8 RCS0047 M
00586 00 41 05.2 -03 17 03.0 RCS0047 M
00587 00 41 05.4 +02 19 02.1 RCS0047 M
00588 00 41 05.4 -01 23 54.1 RCS0047 M
00589 00 41 06.8 +03 52 05.9 RCS0047 M
00590 00 41 08.2 +02 51 05.6 RCS0047 CP
00591 00 41 08.9 +01 00 04.4 RCS0047 M
00592 00 41 09.0 -02 43 23.8 RCS0047 M
00593 00 41 09.2 -02 57 40.6 RCS0047 M
00594 00 41 09.5 +01 01 42.5 RCS0047 M
00595 00 41 10.5 +02 21 32.9 RCS0047 M
00596 00 41 10.7 +04 25 20.4 RCS0047 M
00597 00 41 11.4 +04 51 06.7 RCS0047 M
00598 00 41 11.5 +04 18 33.1 RCS0047 M
00599 00 41 11.8 +00 56 54.4 RCS0047 M
00600 00 41 12.7 +02 25 15.8 RCS0047 M
00601 00 41 12.7 -01 43 27.0 RCS0047 M
00602 00 41 13.8 +03 05 22.6 RCS0047 M
00603 00 41 13.9 -02 42 11.1 RCS0047 M
00604 00 41 14.0 +01 06 11.1 RCS0047 M
00605 00 41 14.9 -02 41 09.0 RCS0047 M
00606 00 41 18.0 -01 35 44.0 RCS0047 M
00607 00 41 19.6 +03 13 47.0 RCS0047 M
00608 00 41 21.6 +01 08 06.4 RCS0047 M
00609 00 41 22.6 -01 09 04.8 RCS0047 M
00610 00 41 24.2 +03 18 20.9 RCS0047 M
00611 00 41 25.4 -02 14 00.0 RCS0047 M
00612 00 41 26.9 -00 47 55.4 RCS0047 M
00613 00 41 27.6 -00 56 18.4 RCS0047 M
00614 00 41 29.8 -02 10 10.8 RCS0047 M
00615 00 41 30.9 +02 27 43.8 RCS0047 M
00616 00 41 31.1 -01 52 00.1 RCS0047 M
00617 00 41 32.0 +02 15 37.5 RCS0047 M
00618 00 41 32.5 -02 42 49.0 RCS0047 M
00619 00 41 34.8 +00 46 04.8 RCS0047 M
00620 00 41 34.9 +02 45 40.0 RCS0047 M
00621 00 41 35.3 +00 24 31.1 RCS0047 CP
00622 00 41 36.1 +03 27 43.8 RCS0047 M
00623 00 41 37.8 +02 49 03.4 RCS0047 M
00624 00 41 38.8 +04 03 43.1 RCS0047 M
00625 00 41 39.1 +04 11 05.4 RCS0047 M
00626 00 41 39.1 +01 34 40.8 RCS0047 M
00627 00 41 40.5 +04 26 35.1 RCS0047 M
00628 00 41 41.1 +00 53 08.8 RCS0047 M
00629 00 41 41.3 -03 24 09.6 RCS0047 M
00630 00 41 41.6 -02 58 39.6 RCS0047 CM
00631 00 41 42.4 -02 33 57.7 RCS0047 M
00632 00 41 43.5 +00 19 53.1 RCS0047 M
00633 00 41 44.4 -03 28 28.8 RCS0047 M
00634 00 41 44.7 -03 06 54.8 RCS0047 M
00635 00 41 45.0 +01 55 59.6 RCS0047 M
00636 00 41 45.5 +04 20 32.1 RCS0047 M
00637 00 41 45.6 +02 02 14.6 RCS0047 M
00638 00 41 46.5 -03 00 48.1 RCS0047 M
00639 00 41 46.9 -03 21 31.7 RCS0047 M
00640 00 41 47.0 -03 20 23.1 RCS0047 M
00641 00 41 47.3 -03 05 31.3 RCS0047 M
00642 00 41 50.9 +04 17 06.4 RCS0047 M
00643 00 41 51.5 -02 42 22.6 RCS0047 M
00644 00 41 52.9 +01 18 50.6 RCS0047 M
00645 00 41 53.0 +00 53 50.9 RCS0047 M
00646 00 41 53.6 -03 40 32.6 RCS0047 M
00647 00 41 54.8 +01 19 10.8 RCS0047 M
00648 00 41 55.2 +05 06 08.4 RCS0047 M
00649 00 41 56.6 +02 06 12.3 RCS0047 M
00650 00 41 57.0 +01 20 21.9 RCS0047 M
00651 00 42 00.1 +02 08 13.3 RCS0047 M
00652 00 42 00.1 +00 55 12.7 RCS0047 M
00653 00 42 00.7 +01 31 51.2 RCS0047 M
00654 00 42 00.7 -02 10 09.4 RCS0047 M
00655 00 42 06.1 +00 40 02.7 RCS0047 M
00656 00 42 06.6 -02 55 35.1 RCS0047 M
00657 00 42 07.3 -02 13 06.8 RCS0047 M
00658 00 42 07.4 +00 45 58.1 RCS0047 M
00659 00 42 08.9 -03 31 00.8 RCS0047 M
00660 00 42 11.3 +01 18 34.4 RCS0047 M
00661 00 42 13.1 -01 52 59.4 RCS0047 M
00662 00 42 13.5 +02 06 22.6 RCS0047 M
00663 00 42 14.3 +00 41 35.7 RCS0047 M
00664 00 42 14.8 +00 45 34.4 RCS0047 M
00665 00 42 16.0 +02 03 30.4 RCS0047 M
00666 00 42 16.1 -01 56 00.8 RCS0047 M
00667 00 42 16.6 -03 12 26.9 RCS0047 M
00668 00 42 19.1 +05 11 20.9 RCS0047 M
00669 00 42 19.2 +01 20 01.2 RCS0047 M
00670 00 42 19.7 +00 15 57.2 RCS0047 M
00671 00 42 19.9 +00 43 18.2 RCS0047 M
00672 00 42 20.1 -01 50 38.8 RCS0047 M
00673 00 42 22.7 -02 36 50.8 RCS0047 M
00674 00 42 23.3 +02 13 24.0 RCS0047 M
00675 00 42 24.6 +00 24 17.7 RCS0047 M
00676 00 42 24.7 +04 35 50.6 RCS0047 M
00677 00 42 25.2 -02 46 37.4 RCS0047 M
00678 00 42 31.0 -02 46 05.0 RCS0047 M
00679 00 42 32.6 +00 29 46.2 RCS0047 M
00680 00 42 34.8 -02 18 31.7 RCS0047 M
00681 00 42 34.9 -03 34 41.5 RCS0047 M
00682 00 42 36.8 +00 55 03.4 RCS0047 M
00683 00 42 37.1 +04 30 18.5 RCS0047 M
00684 00 42 39.2 -02 42 31.8 RCS0047 M
00685 00 42 39.4 +05 04 44.8 RCS0047 CM
00686 00 42 41.0 -02 24 12.6 RCS0047 M
00687 00 42 42.1 +01 10 58.4 RCS0047 M
00688 00 42 42.3 -03 35 33.2 RCS0047 M
00689 00 42 43.2 +00 25 44.7 RCS0047 M
00690 00 42 47.0 -02 52 40.6 RCS0047 M
00691 00 42 49.2 +05 00 21.6 RCS0047 CP
00692 00 42 50.4 +00 16 19.9 RCS0047 M
00693 00 42 50.7 +01 47 42.8 RCS0047 M
00694 00 42 51.5 +00 27 56.4 RCS0047 M
00695 00 42 51.8 +00 55 18.0 RCS0047 M
00696 00 42 52.5 +00 22 06.4 RCS0047 M
00697 00 42 53.9 +02 01 42.7 RCS0047 M
00698 00 42 56.1 +04 55 08.9 RCS0047 M
00699 00 42 56.7 -01 42 38.4 RCS0047 M
00700 00 42 57.2 +01 39 39.9 RCS0047 M
00701 00 42 59.3 +01 40 54.5 RCS0047 M
00702 00 42 59.4 +04 18 29.1 RCS0047 M
00703 00 42 59.9 +05 04 15.8 RCS0047 M
00704 00 43 02.3 +05 08 22.2 RCS0047 M
00705 00 43 03.6 +01 16 08.0 RCS0047 M
00706 00 43 04.2 +00 42 42.4 RCS0047 M
00707 00 43 04.8 +01 35 30.0 RCS0047 CP
00708 00 43 05.3 +01 08 53.6 RCS0047 M
00709 00 43 07.4 -02 57 15.4 RCS0047 M
00710 00 43 07.6 -01 59 43.6 RCS0047 M
00711 00 43 08.4 +01 21 20.6 RCS0047 M
00712 00 43 10.1 +01 19 49.1 RCS0047 M
00713 00 43 10.3 -02 19 55.5 RCS0047 M
00714 00 43 11.0 -03 10 33.5 RCS0047 M
00715 00 43 11.5 +01 18 06.5 RCS0047 M
00716 00 43 13.0 +00 38 33.8 RCS0047 M
00717 00 43 13.7 +04 19 44.6 RCS0047 M
00718 00 43 13.9 +01 57 45.9 RCS0047 M
00719 00 43 14.8 +00 19 36.1 RCS0047 M
00720 00 43 17.0 +01 12 38.0 RCS0047 M
00721 00 43 18.9 -01 54 38.8 RCS0047 M
00722 00 43 24.3 +01 54 07.8 RCS0047 M
00723 00 43 24.7 +02 10 37.3 RCS0047 M
00724 00 43 25.9 +00 57 45.2 RCS0047 M
00725 00 43 27.7 -02 38 01.6 RCS0047 M
00726 00 43 28.1 -01 59 23.5 RCS0047 M
00727 00 43 28.6 +01 28 45.9 RCS0047 M
00728 00 43 32.0 +00 43 43.6 RCS0047 M
00729 00 43 32.4 +00 53 26.5 RCS0047 M
00730 00 43 33.7 +01 07 17.5 RCS0047 M
00731 00 43 35.3 -02 33 05.4 RCS0047 M
00732 00 43 36.2 +00 42 38.7 RCS0047 M
00733 00 43 36.4 -03 17 08.0 RCS0047 M
00734 00 43 37.0 +05 06 35.2 RCS0047 M
00735 00 43 38.5 -02 17 41.7 RCS0047 CP
00736 00 43 40.3 +01 59 14.8 RCS0047 M
00737 00 43 41.8 +01 34 42.6 RCS0047 M
00738 00 43 42.9 +00 27 33.0 RCS0047 M
00739 00 43 43.8 +02 02 56.6 RCS0047 M
00740 00 43 44.1 +04 50 38.6 RCS0047 M
00741 00 43 44.2 +01 37 08.8 RCS0047 M
00742 00 43 44.4 +01 02 29.1 RCS0047 M
00743 00 43 45.0 -02 01 05.5 RCS0047 M
00744 00 43 47.2 +00 20 02.9 RCS0047 M
00745 00 43 50.0 +04 42 18.3 RCS0047 M
00746 00 43 51.4 -02 56 52.5 RCS0047 M
00747 00 43 52.6 +04 54 04.4 RCS0047 M
00748 00 43 53.4 +01 12 05.4 RCS0047 M
00749 00 43 54.8 -02 20 54.8 RCS0047 M
00750 00 43 54.8 -02 51 43.5 RCS0047 M
00751 00 43 54.9 +00 29 31.1 RCS0047 M
00752 00 43 55.7 +02 12 26.2 RCS0047 M
00753 00 43 57.0 +02 13 17.0 RCS0047 M
00754 00 43 57.4 -02 23 11.0 RCS0047 M
00755 00 44 00.7 +02 07 24.6 RCS0047 M
00756 00 44 01.0 +04 26 21.0 RCS0047 M
00757 00 44 01.6 -02 10 04.2 RCS0047 M
00758 00 44 03.1 +04 23 47.8 RCS0047 M
00759 00 44 04.5 +00 19 33.1 RCS0047 M
00760 00 44 08.2 +02 06 11.8 RCS0047 M
00761 00 44 09.1 +05 05 39.5 RCS0047 M
00762 00 44 12.0 -03 21 32.0 RCS0047 M
00763 00 44 16.1 -03 08 19.6 RCS0047 M
00764 00 44 16.2 +04 41 50.9 RCS0047 CP
00765 00 44 16.5 +04 54 37.9 RCS0047 M
00766 00 44 16.6 -02 32 48.2 RCS0047 M
00767 00 44 18.0 -03 35 20.1 RCS0047 M
00768 00 44 20.8 +01 29 05.9 RCS0047 M
00769 00 44 21.0 +01 54 09.5 RCS0047 M
00770 00 44 21.8 +04 36 58.5 RCS0047 M
00771 00 44 22.6 +02 08 09.5 RCS0047 M
00772 00 44 24.6 -02 01 47.2 RCS0047 M
00773 00 44 25.3 +04 53 06.0 RCS0047 M
00774 00 44 27.3 -02 31 53.8 RCS0047 M
00775 00 44 27.4 -01 42 21.9 RCS0047 M
00776 00 44 28.7 -01 44 52.5 RCS0047 M
00777 00 44 29.5 -02 05 49.0 RCS0047 M
00778 00 44 31.2 +04 28 54.1 RCS0047 M
00779 00 44 32.5 +00 22 11.2 RCS0047 M
00780 00 44 35.3 -03 10 07.9 RCS0047 M
00781 00 44 36.0 -03 22 47.9 RCS0047 M
00782 00 44 36.8 +02 02 47.5 RCS0047 M
00783 00 44 39.1 -03 35 07.4 RCS0047 M
00784 00 44 42.0 +04 36 30.0 RCS0047 M
00785 00 44 42.7 +00 54 23.9 RCS0047 M
00786 00 44 42.7 -03 29 15.1 RCS0047 M
00787 00 44 43.1 +01 55 10.6 RCS0047 M
00788 00 44 45.5 -03 22 15.9 RCS0047 M
00789 00 44 46.1 -03 19 24.2 RCS0047 M
00790 00 44 47.1 -02 54 06.3 RCS0047 M
00791 00 44 49.9 -03 06 58.2 RCS0047 M
00792 00 44 50.8 +01 21 58.7 RCS0047 M
00793 00 44 50.8 -02 25 05.5 RCS0047 M
00794 00 44 50.9 +04 15 47.1 RCS0047 M
00795 00 44 51.6 -03 18 09.1 RCS0047 M
00796 00 44 52.4 -03 27 06.7 RCS0047 M
00797 00 44 54.7 +02 01 30.5 RCS0047 M
00798 00 44 54.8 -02 07 41.1 RCS0047 M
00799 00 44 55.3 +01 36 30.9 RCS0047 M
00800 00 44 56.9 -01 42 23.4 RCS0047 M
00801 00 44 57.1 +01 12 23.4 RCS0047 M
00802 00 44 57.6 -02 02 56.6 RCS0047 M
00803 00 44 58.3 +00 50 46.1 RCS0047 M
00804 00 44 59.0 -03 05 47.6 RCS0047 M
00805 00 45 01.0 +01 40 46.9 RCS0047 M
00806 00 45 01.0 +01 15 05.1 RCS0047 M
00807 00 45 01.6 +05 05 40.9 RCS0047 M
00808 00 45 02.9 +04 34 31.4 RCS0047 M
00809 00 45 10.8 -02 56 53.3 RCS0047 M
00810 00 45 11.1 -03 12 06.2 RCS0047 M
00811 00 45 11.5 +00 37 29.4 RCS0047 M
00812 00 45 12.9 +00 23 22.5 RCS0047 M
00813 00 45 14.4 +04 24 29.8 RCS0047 M
00814 00 45 14.5 +00 22 22.1 RCS0047 M
00815 00 45 14.7 +04 36 09.8 RCS0047 M
00816 00 45 16.5 +01 20 29.9 RCS0047 M
00817 00 45 16.9 +01 44 24.6 RCS0047 M
00818 00 45 17.8 +01 15 25.7 RCS0047 M
00819 00 45 18.3 -03 14 33.0 RCS0047 M
00820 00 45 19.4 +00 43 38.4 RCS0047 M
00821 00 45 20.2 -02 45 33.1 RCS0047 M
00822 00 45 20.6 +04 34 38.4 RCS0047 CP
00823 00 45 20.6 +00 20 26.1 RCS0047 M
00824 00 45 21.2 +04 49 27.9 RCS0047 CP
00825 00 45 21.3 +04 14 15.3 RCS0047 M
00826 00 45 21.7 +00 48 13.3 RCS0047 M
00827 00 45 21.9 -03 16 37.3 RCS0047 M
00828 00 45 22.0 +02 13 26.0 RCS0047 M
00829 00 45 23.8 +01 11 07.5 RCS0047 M
00830 00 45 24.3 +01 58 14.0 RCS0047 M
00831 00 45 26.1 +04 21 23.6 RCS0047 M
00832 00 45 26.8 +01 28 12.3 RCS0047 M
00833 00 45 27.3 -02 58 57.9 RCS0047 M
00834 00 45 28.5 -03 05 26.5 RCS0047 M
00835 00 45 28.8 -02 28 52.9 RCS0047 M
00836 00 45 29.0 +04 35 16.0 RCS0047 M
00837 00 45 29.6 +04 34 59.4 RCS0047 M
00838 00 45 31.5 -03 30 21.6 RCS0047 M
00839 00 45 32.2 +05 09 00.1 RCS0047 M
00840 00 45 35.0 +02 04 57.9 RCS0047 M
00841 00 45 35.9 +01 02 58.6 RCS0047 M
00842 00 45 36.1 +04 54 52.9 RCS0047 M
00843 00 45 36.2 -03 32 52.9 RCS0047 M
00844 00 45 36.8 -03 32 49.0 RCS0047 M
00845 00 45 40.6 +02 05 04.3 RCS0047 M
00846 00 45 43.2 +01 38 58.6 RCS0047 M
00847 00 45 44.3 +00 46 09.2 RCS0047 M
00848 00 45 45.7 +04 21 16.2 RCS0047 M
00849 00 45 46.0 +01 23 52.0 RCS0047 M
00850 00 45 47.1 +01 07 32.6 RCS0047 M
00851 00 45 48.7 +00 36 21.2 RCS0047 M
00852 00 45 50.0 -03 08 12.9 RCS0047 CP
00853 00 45 51.0 -02 52 02.2 RCS0047 M
00854 00 45 52.0 -02 47 35.4 RCS0047 M
00855 00 45 55.4 +04 37 14.0 RCS0047 M
00856 00 45 57.2 +01 55 38.4 RCS0047 M
00857 00 45 58.4 -03 37 18.3 RCS0047 M
00858 00 46 02.4 +01 55 46.1 RCS0047 M
00859 00 46 05.3 -03 02 49.2 RCS0047 M
